
qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Your_men_have_finish|>>당신의 병력들이 화살 방패의 제작을 끝냈습니다. 지금부터 당신은 선봉대가 돌격할 때 피해를 줄이기 위해 이것을 사용할 수 있으며, 당신의 선봉대는 만반의 준비를 마쳤다.^^
qstr_Your_men_have_finishe|>>당신의 병력들이 사다리의 제작을 끝냈습니다.^^
qstr_Your_attempt_to_find|>>당신의 병력들이 수비대 안에서 호응할 내부 협력자를 찾는 데 실패했습니다.^^
qstr_You_have_found_a_tra|>>당신의 병력들이 {s7}의 수비대 안에서 호응할 내부 협력자를 찾는 데 성공했습니다. 이것은 적의 수비대가 항복하는 데 유리한 요소가 될 것입니다.^^
qstr_Your_attempt_to_have|>>당신의 병력들은 {s4} 내부로 침투하는 데 실패했습니다.^^
qstr_Your_men_have_succee|>>당신의 병력들이 {s4} 내부로 침투하는 데 성공했고, 적들에게 타격을 입힐 수 있었습니다.^^
qstr_You_ve_managed_to_pi|>>당신의 병력들이 인근 농장과 농장의 작물들을 약탈했습니다.^^
qstr_You_have_sent_men_to|>>당신은 {s4}의 내부 협력자를 찾기 위해 당신의 병력들을 보냈습니다.^^
qstr_You_have_found_a_trai|>>당신의 병력들이 {s4}의 수비대 안에서 호응할 내부 협력자를 찾는 데 성공했습니다. 이것은 적의 수비대가 항복하는 데 유리한 요소가 될 것입니다.^^
qstr_Your_men_are_taking_|>>당신의 명령을 받고 병력들이 {s4} 인근 농장과 농장의 작물들을 약탈했습니다. 이것은 적의 수비대가 항복하는 데 유리한 요소가 될 것입니다.^^
qstr_You_have_sent_men_to_|>>당신은 병력들에게 {s4} 내부에 침투하도록 명령했습니다.^^
qstr_Your_camp_stinks._Th|>>당신의 진영에서는 끔찍한 냄새가 납니다, 바닥은 축축하고, 당신의 진영의 막사 사이에서 쥐들이 돌아다니고 있습니다.^^
qstr_As_a_disciplined_army|>>당신의 훈련된 병사들이 하수도, 화장실, 그리고 매 주 목욕을 할 수 있는 목욕탕을 만들었습니다. 이러한 위생 시설은 당신의 진영에서 질병이 도는 것을 방지할 수 있을 것입니다.^^
qstr_Your_men_are_digging|>>당신의 병력들은 하루 일과를 마치고 위생 시설들을 이용했고, 이것은 당신의 진영에서 질병이 도는 것을 방지할 수 있을 것입니다.^^
qstr_You_need_to_have_more_|당신은 이 작업을 수행하기 위해 250명 이상의 병력을 필요로 합니다.
qstr_You_need_to_have_at_|당신이 내부 협력자를 찾기 위한 병력을 보내기 위해서는 40명 이상의 병력을 필요로 합니다.
qstr_You_need_more_than_3|당신은 최소 30명 이상의 병력을 필요로 합니다, 아니면 일부 병력은 안전하지 않은 당신의 진영을 떠날 것입니다.
qstr_You_need_to_have_more_t|당신은 이 작업을 수행하기 위해 10명 이상의 병력을 필요로 합니다.
qstr_You_need_to_have_more_th|당신이 이 명령을 내리기 위해서는 80명 이상의 병력을 필요로 합니다.
qstr_The_assault_equipmen|>>공격에 필요한 준비가 끝났습니다. 당신의 병력들은 명령만을 기다리고 있습니다.^^
qstr_You_look_towards_{s4|>>당신은 {s4}을(를) 바라보았습니다. 당신의 병력들이 공격 명령을 기다리는 동안 그들은 침묵했습니다. 당신의 근육은 긴장해 있었고, 전투의 열기로 달아올랐습니다, 하지만 당신의 마음은 차가웠고 아드레날린이 혈관 속을 돌기 시작했습니다.^당신의 병사 중 한 명이 깊은 한숨을 쉬었습니다. '이 냄새는 뭐지?', 그는 물었습니다, '그건 영광의 향기다.'. '당신은 그걸 잡을 준비가 되었나?'.^^
qstr_The_steel_of_weapons|>>당신의 무기는 반짝였고, 군기는 바람에 나부꼈습니다. 어떤 이는 속삭이듯 기도하며 그의 삶이 여기서 끝나지 않게 해 달라고 신에게 기도하고 있습니다. 당신 앞에는 오직 두 가지만이 놓여 있습니다: 승리, 또는 죽음.^ 전쟁, 전쟁이란 바뀌지 않는 법입니다.^^
qstr_You_look_towards_{s4}|>>당신은 {s4}을(를) 바라보았습니다. 당신의 병력들이 공격 명령을 기다리는 동안 그들은 침묵했습니다. 당신의 근육은 긴장해 있었고, 전투의 열기로 달아올랐습니다, 하지만 당신의 마음은 차가웠고 아드레날린이 혈관 속을 돌기 시작했습니다.^당신의 병사 중 한 명이 깊은 한숨을 쉬었습니다. '이 냄새는 뭐지?', 그는 물었습니다, '그건 영광의 향기다.'. '당신은 그걸 잡을 준비가 되었나?'.^^
qstr_^^The_troops_you_sele|^^당신이 선택한 병력들은 전투에서 당신과 합류 할 준비가되었습니다. 나머지는 포위 진영에 남을 것입니다.
qstr_Your_men_have_finished|>>당신의 병력들이 화살 방패의 제작을 끝냈습니다. 지금부터 당신은 선봉대가 돌격할 때 피해를 줄이기 위해 이것을 사용할 수 있으며, 당신의 선봉대는 만반의 준비를 마쳤습니다.^^
qstr_Your_men_are_building|>>당신의 병력들이 화살 방패를 제작하고 있습니다.^^
qstr_Your_men_have_finished_|>>당신의 병력들이 사다리의 제작을 끝냈습니다.^^
qstr_Your_men_are_building_|>>당신의 병력들이 사다리를 제작하고 있습니다.^^
qstr_As_a_last_defensive_|저항을 계속하려는 최후의 노력으로, 당신은 중앙 회당에서 항전을 시작했습니다. 당신과 당신의 몇 안되는 병사들은 이 곳에서 최후의 항전을 진행할 것입니다. 만약 당신이 패배한다면, 당신은 더 이상 뒤로 물러설 곳이 없을 것입니다.
qstr_You_ve_been_driven_a|당신은 성벽 위에서 후퇴했습니다. 그리고 지금 공격자들이 거리로 쏟아져 들어오고 있습니다, 만약 당신이 그들을 격퇴한다면, 당신은 다시금 성벽으로 돌아가 수성을 계속할 수 있을 것입니다.
qstr_You_ve_breached_the_|당신은 성벽을 넘어 도시 내부로 진입하는 데 성공했습니다, 하지만 고집스러운 적들이 거리에서 당신의 병력에게 저항을 계속하고 있습니다! 당신은 도시의 중심부를 공격하기 위해 그들을 처리해야만 할 것입니다.
qstr_The_town_centre_is_y|도시의 중심부는 당신에게 점령되었습니다, 하지만 남은 적들이 성으로 도망쳤습니다. 만약 당신이 그들을 격퇴한다면 완벽하게 승리할 수 있을 것입니다.
qstr_The_remaining_defend|남은 병력들은 내성으로 후퇴해 최후의 저항을 준비하고 있습니다. 당신은 그 곳에서 저항하는 적의 병력을 모두 처단해야만 합니다.
qstr_{s4}_lost_between_40|{s4}은(는) 40%에서 50%가량의 식량 비축분을 잃었습니다.
qstr_{s4}_lost_between_50|{s4}은(는) 50%에서 60%가량의 식량 비축분을 잃었습니다.
qstr_{s4}_lost_between_30|{s4}은(는) 30%에서 40%가량의 식량 비축분을 잃었습니다.
qstr_{s4}_lost_between_10|{s4}은(는) 10%에서 20%가량의 식량 비축분을 잃었습니다.
qstr_{s4}_have_between_10|{s4}의 수비병 중 10%에서 30%가량이 질병을 앓고 있습니다.
qstr_It_should_have_food_|{reg6}일 동안 식량이 있어야합니다. ^ 수비대에는 {reg5}명의 사람들이 있습니다.
qstr_^^The_following_armi|^^당신을 따라오는 병력:^
qstr_^{s3}_with_{reg1}_tr|^{s3}와 {reg1}병력.
qstr_Commander_This_is_Ki|사령관님, 이곳은 웨스테로스의 수도 인 킹스랜딩입니다. 우리는 킹스랜딩 도시경비대인 황금 망토단(Gold Cloaks)에주의해야합니다.
qstr_Commander_Ever_since|사령관님, 무결병은 도트라키 부족은 5만명 이상의 기병을 데리고 서부 진출을 위해 자유도시 쿼호르 앞까지 몰아닥쳤습니다. 하지만 무결병들은 겨우 3천명이 도트라키 부족 5만 명의 기병들을 저지하였습니다. 그러니 우리는 이 도시를 공격 하는것을 조심해야 합니다.
qstr_Commander_If_we_take|사령관님, 만약 우리가 모트 카일린을 점령한다면 우리는 아주 현명한 전술로 북부와 남쪽 사이를 자유롭게 오가면서 통치를 할 수 있을 것입니다.
qstr_Commander_this_is_th|사령관님, 이곳은 피의 관문입니다. 협곡이 워낙 좁다보니 대군을 한꺼번에 투입할 수 없고, 3줄로만 공격할 수 있다고 합니다. 그러니 우리는 최고의 전사들을 앞에 세워야 합니다!
qstr_Commander_if_we_take|사령관님, 이 성을 함락시키고 지키면 리버랜드에 쉽게 접근할 수 있을 것이다.
qstr_Commander_this_is_the|사령관님, 이곳은 이어리입니다. 산의 정상에 올라 탔지만, 침투하기가 거의 불가능합니다.
qstr_^^This_place_is_just|^^이 곳은 당신이 그곳을 정복하기를 기다리고 있습니다.
qstr_{s10}^^|{s10}^^
qstr_{s10}You_may_decide_|{s10} 당신의 나라를 위해 그 {reg2?도시:성}을 정복하고 싶다면, 당신의 병사들이 약탈하는 것을 막을 수 있습니다. 그러나 당신의 군대는 사기를 잃을 수 있습니다.
qstr_{s10}You_can_allow_s|{s10} 당신은 약간의 약탈을 허용하고 {reg2?도시:성}을 유지할 수 있습니다.
qstr_However_since_you_ar|당신은 {s9}에 충성 서약을 하지 않았습니다. 따라서 당신은 이 {reg8?도시:요새}의 주인이 될 기회를 가질 수 없을 것입니다.
qstr_The_enemy_has_been_f|적군은 퇴각했습니다. 그러나, 이 전투에서 패배했음에도 불구하고 그들은 공성을 포기하지 않을 것입니다.
qstr_As_you_approach_you_|당신이 다가서자, 경비병은 당신이 그의 {reg59?여왕:왕}임을 알아보았고, 그는 환영하며 문을 열어주었습니다.
qstr_As_you_approach_you_a|당신이 다가서자, 경비병은 당신이 그의 영주임을 알아보았고, 그는 환영하며 문을 열어주었습니다.
qstr_^The_Old_Gods_are_do|^이 곳에서 '옛 신'은 주된 신앙입니다.
qstr_^The_Old_Gods_are_wo|^이 곳에서 '옛 신'은 숭배 받고 있지만, 많은 사람들이 숭배하는 것은 아니다.
qstr_^R_hllor_is_dominant|^이 곳에서 '를로르' 교단은 주된 신앙입니다.
qstr_^R_hllor_is_worshipp|^이 곳에서 '를로르'교단은 숭배 받고 있지만, 많은 사람들이 숭배하는 것은 아니다.
qstr_^The_Faith_of_the_Se|^이 곳에서 '칠신교'은 주된 신앙입니다.
qstr_^The_Faith_of_the_Sev|^이 곳에서 '친신교'은 숭배 받고 있지만, 많은 사람들이 숭배하는 것은 아니다.
qstr_^The_Drowned_Gods_ar|^이 곳에서 '익사한 신'은 주된 신앙입니다.
qstr_^The_Drowned_Gods_are|^이 곳에서 '익사한 신'은 숭배 받고 있지만, 많은 사람들이 숭배하는 것은 아니다.
qstr_^No_gods_are_worship|^이 곳에서는 신을 숭배하고 있지 않다.
qstr__This_village_and_th| 이 마을 및 주변 지역은 당신의 관할 지역입니다.
qstr__You_remember_that_t| 당신은 이 마을과 주변의 땅이 {s7}에 속해 있다는 것을 기억해야 합니다.
qstr__These_lands_belong_| 이 땅은 소유하고 있는 사람이 없습니다.
qstr__The_village_is_infe| 마을이 {s35} {reg8}명 에게 침략당했습니다.
qstr__The_peasants_hired_| 농민들이 용병을 고용하여 당신에게 반란을 일으켰습니다.
qstr__The_village_has_bee| 마을이 약탈당했습니다. 불타버린 집들 사이로 당신이 걸어가는 길에는 작은 희망이 산산이 부서져 있었습니다.
qstr__The_village_is_bein| 마을이 급습당하고 있습니다.
qstr_Only_brothers_of_the|경비대의 형제들만이 여기서 나이트 워치 경비대를 모집할 수 있습니다
qstr_You_need_more_renown|좀 더 평만을 얻거나 마을 장로에게 도움을 주어야 합니다.
qstr_You_start_performing| 당신은 농삿일을 돕기 시작합니다.
qsqstr_Much_like_a_lowly_pe| 농부와 같은 일을 한탓에 평판과 명성이 하락합니다.
qstr_You_ve_been_forced_t|당신은 강제로 일을 그만두게 되고 포로로 끌려갔습니다.
qstr_The_village_is_being|마을이 공격당했습니다. 작업을 중지합니다.
qstr_The_village_is_being_|마을이 도적들에게 당했습니다. 작업을 중지합니다.
qstr__You_improve_your_re| 당신과 마을의 관계가 향상되었습니다.
qstr__Alas_you_don_t_impr| 마을과 관계에 진전이 없었습니다.
qstr_Here_are_the_results|당신이 힘들게 일한 결과: 완전히 지쳤지만 {reg1} 의 경험치와 {s1} 을 얻었습니다. {s2}.
qstr_No_one_here_seems_to|당신의 부대에 합류하려는 사람이 아무도 없습니다.
qstr_One_{s3}_volunteers_|한 명의 {s3}이 당신을 따르기 위해 나섰습니다.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3}이 당신을 따르기 위해 나섰습니다.
qstr_Others_Lords_have_al|다른 군주가 먼저 이곳을 지나간 탓인지, 이곳에는 오직 노인가 어린아이들 뿐입니다.
qstr_One_{s3}_will_reluct한명의 {s3}이 마지못해 합류합니다.
qstr_{reg5}_{s3}_will_rel|{reg5} {s3}이 마지못해 합류합니다.
qstr_Try_as_you_might_you|당신처럼하면 도적을 물리칠 수 없을 것이네. 화가 나지만, 그들은 농노들을 혹사시키고 주변에 있는 마을을 파괴시킨다네. 그리고 찾은 푸른 목장을 약탈하여 황폐한 땅만을 남겨놓고 떠나지.
qstr_The_{s17}_has_no_imp|{s17}에는 건설된 것이 없습니다.
qstr_The_{s17}_has_the_fo|{s17}에 건설된 것은 다음과 같습니다: {s18}.
qstr_The_assassins_attack|암살자가 당신을 때려 눕혔고 당신을 죽게 버려두고 떠났습니다.
qstr_You_have_fallen._The|당신은 쓰러졌습니다. 도적이 빠르게 당신의 몸을 뒤져 찾은 모든 돈을 가지고 어둠 속으로 사라졌습니다. 그들은 간신히 살아있는 당신을 남겨두고 떠났습니다.
qstr_Luckily_some_of_your|운 좋게도 몇몇 당신의 동료들이 늦어도 돌아오지 않는 당신을 찾았 나섰고 길가에 누워있는 당신을 발견하였습니다. 그들은 서둘러 안전하게 당신의 상처를 치료해 주었습니다.
qstr_Luckily_some_passing|운 좋게도 지나가는 시민이 길가에 쓰러진 당신을 발견하였고 단순한 거지가 아니라는 걸 알아차렸습니다. 그들은 당신을 가까운 여관으로 옮겨 상처를 치료했습니다.
qstr_You_fail_to_steal_an|소를 약탈하는데 실패하였습니다.
qstr_You_drive_away_{reg1|당신은 {reg12?마리의} 소들을 마을 촌장에게 가져다 주어야 합니다.
qstr__As_you_reach_the_ca| 이 요새와 주변의 땅들은 당신에게 속해 있습니다.
qstr_{s11}^{s15}|{s11}^{s15}
qstr__As_you_reach_the_cas| 당신은 이 요새와 주변의 땅들이 {s7}에게 속해 있음을 알아야만 합니다.
qstr__This_castle_seems_t| 현재 이 요새는 그 누구의 영지로도 속해 있지 않습니다.^{s15}
qstr_You_are_greeted_by_m|이 도시와 주변의 땅들은 당신에게 속해 있습니다.^{s15}
qstr_You_are_greeted_by_me|당신은 이 도시와 주변의 땅들이 안달족과 로인족, 그리고 초대인들의 왕이자 칠왕국의 군주이며 왕국의 수호자 {s8}에게 속해 있음을 알아야만 합니다.^{s15}
qstr_You_are_greeted_by_men|당신은 이 도시와 주변의 땅들이 사람은 윈터펠의 영주이자 북부의 관리자 {s8}에게 속해 있음을 알아야만 합니다.^{s15}
