dlga_start:close_window.1|{s3}
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_engagement_date|Very well -- so let it be.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_delay|I cannot afford that right now.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_no|That is too much to pay.
dlga_lord_marriage_permission_endowment_answer_no:close_window|Well. I cannot in all decency allow my daughter to marry without some security, can I? Let me know if you change your mind.
dlga_lord_marriage_permission_engagement_date:close_window|Splendid! You two may now consider yourselves offically betrothed. Very well -- I shall plan to hold a great feast in {s24}, as soon as circumstances permit. We will be sure to notify you when the day comes.
dlga_lord_marriage_permission_engagement_date:close_window.1|Unfortunately, there is one final complication -- there is no safe place to hold the wedding. Let us hold off on finalizing this, for the time being.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk|No matter -- take the time you need to raise the money. I want her ladyship to be well looked after.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk.1|That is a shame, but I would be remiss in my duty if I allowed her ladyship to face an uncertain future.
dlga_lord_talk_ask_something_2:lord_courtship_permission|{s10} I have the honor of visiting with {s14}{s12}?
dlga_lord_courtship_permission:lord_pretalk|{s12}
dlga_lord_courtship_permission:lord_pretalk.1|From what I hear, you have already spoken to her -- without my permission. Let me tell you this: I am her lord and guardian, and I have plans for her. I will not be mocked behind my back as a man who cannot control the women of his household. I would ask you not to discuss this matter with me again.
dlga_lord_courtship_permission:lord_pretalk.2|{s14}
dlga_lord_talk_ask_something_2:lord_talk_ask_marriage_1|What would it take to cement a lasting alliance with your house?
dlga_lord_talk_ask_something_2:lord_pretalk|Never mind.
dlga_lord_talk_ask_location:lord_pretalk|Then you will have to ask someone else.
dlga_lord_talk_ask_location:lady_pretalk|I am afraid you will have to ask someone else.
dlga_lord_talk_ask_location:lord_talk_ask_location_2|Very well, I may or may not have an answer for you. About whom do you wish to hear?
dlga_lord_talk_ask_location_2:lord_talk_ask_location_3|{s1}
dlga_lord_talk_ask_location_2:lady_pretalk|Never mind.
dlga_lord_talk_ask_location_2:lord_pretalk|Never mind.
dlga_lord_talk_ask_location_3:lady_pretalk|{s1}
dlga_lord_talk_ask_location_3:lord_pretalk|{s1}
dlga_lord_talk_ask_about_war:lord_talk_ask_about_war_2|{s12}
dlga_lord_talk_ask_about_war_2:lord_talk_ask_about_war_details|Tell me more about the war with {s1}.
dlga_lord_talk_ask_about_war_2:lord_pretalk|That's all I wanted to know. Thank you.
dlga_lord_talk_ask_about_war_details:lord_talk_ask_about_war_2|{s9}.
dlga_lord_talk_ask_about_strategy:lord_strategy_follow_evaluation|{s7} {s9} {s14}
dlga_lord_strategy_follow_evaluation:lord_talk_ask_something_2|Did you have any other questions?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up|Our leader {s4} is far too cautious. {reg4?She:He} should either use the army to attack the enemy, or let it go home.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.1|Our army sits, doing nothing. Apparently, too few vassals have answered the call to arms. Perhaps {s4} does not enjoy the confidence of the great lords of this realm.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.2|I disagree with this strategy. I would prefer to {s4}.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.3|I personally would prefer to attack {s8}, but our marshal {s10} believes that it {s9}
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.4|I personally would prefer to defend {s8}, instead of {s9}.
dlga_lord_strategy_follow_evaluation:lord_talk|Is there anything else?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.5|This strategy seems reasonable to me.
dlga_lord_strategy_follow_up:lord_strategy_why_not|If you're attacking, why aren't you...
dlga_lord_strategy_follow_up:lord_talk_ask_something_again|I see....
dlga_lord_strategy_follow_up:lord_talk_replace_marshal|Would you say, then, that {s4} should no longer be marshal?
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again|I believe that our realm should resolve the issue of {s4} before we begin to debate replacing the marshal.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.1|Yes. I have already made my position on this matter clear. I believe that {s4} should be marshal instead of {s5}.
dlga_lord_talk_replace_marshal:lord_talk_ask_something_again.2|I will make up my mind on this matter without your persuasion, {reg33?my lady:sir}.
dlga_lord_talk_replace_marshal:lord_talk_replace_marshal_decision|Hmm...
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again|Yes, I would say that. At this point, I would be tempted to say that I support {s15} instead. I am glad that you and I had this discussion, so that I know that we are of the same mind on this matter.
dlga_lord_talk_replace_marshal_decision:lord_talk_ask_something_again.1|Not necessarily. It is possible for {s4} and I have to have an honest disagreement over strategy, without my seeking to replace him.
dlga_lord_strategy_why_not:lord_strategy_why_not_select|Yes?
dlga_lord_strategy_why_not_select:lord_talk_ask_something_again|Never mind
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason|..planning to continue with the attack on {s4}?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.1|..defending {s4}?
dlga_lord_strategy_why_not_select:lord_strategy_why_not_reason.2|..attacking {s4}?
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat|{s9}
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.1|Our marshal {s11} believes that {s8} {s9}{s10}
dlga_lord_strategy_why_not_reason:lord_talk_why_not_repeat.2|We could go there. {s7} However, {s5} {s3} {s4}. {s6} {s8}.
dlga_lord_talk_why_not_repeat:lord_strategy_why_not_select|Did you have any similar questions? Why we are not...
dlga_lord_talk_ask_marriage_1:lord_pretalk|Have no fear, I have no intention of changing my mind.  We will be married as soon as there is an opportunity worthy of the august event.
dlga_lord_talk_ask_marriage_1:dplmc_claimant_marriage_proposal_pc_confirm|I do not forget that it was your strong right arm that placed me on this throne.  Do you aim to take Baybak's place as my {reg33?wife:husband}, to rule the {s0} with me as Commander of the Armies even as I am Mother of the Realm?
dlga_lord_talk_ask_marriage_1:dplmc_claimant_marriage_proposal_pc_confirm.1|Are you proposing to rule the {s0} alongside me as my {reg33?wife:husband}?
dlga_dplmc_claimant_marriage_proposal_pc_confirm:dplmc_claimant_marriage_proposal_pc_reax|Yes. That is my proposal.
dlga_dplmc_claimant_marriage_proposal_pc_confirm:lord_pretalk|No, I think you have misunderstood me.  Forget I brought it up.
dlga_dplmc_claimant_marriage_proposal_pc_confirm:lord_pretalk.1|Oh, HELL no!  No, you totally have the wrong idea... forget I said anything.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk|Have no fear, I have no intention of changing my mind.  We will be married as soon as there is an opportunity worthy of the august event.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.1|Unfortunately this is impossible, since I am already married to {s0}.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.2|Unfortunately this is impossible, since you are already married to {s0}.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.3|Unfortunately this is impossible, since I am already engaged to {s0}.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.4|Unfortunately this is impossible, since you are already engaged to {s0}.
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_pretalk.5|{s14}
dlga_dplmc_claimant_marriage_proposal_pc_reax:lord_marriage_proposal_female_pc_confirm_engagement|{s14}
dlga_lord_talk_ask_marriage_1:lord_pretalk.1|It is our custom to seal any such alliances with marriage.  You have made quite a few waves since your arrival, and I might be willing to consider such an arrangement, but unfortunately no one in my household is eligible to wed.
dlga_lord_talk_ask_marriage_1:lord_pretalk.2|You will not take offense if I tell you that, as a {s0}, I have other plans for my children.
dlga_lord_talk_ask_marriage_1:lord_pretalk.3|It is our custom to seal any such alliances with marriage. Unfortunately, no one in my household is eligible to wed.
dlga_lord_talk_ask_marriage_1:lord_courtship_pre_permission|{s15}
dlga_lord_talk_ask_marriage_1:lord_marriage_proposal_female_pc_confirm|Are you proposing that you and I marry?
dlga_lord_courtship_pre_permission:lord_courtship_permission|May I {s15}suggest that I be considered as a {reg33?bride:groom}?
dlga_lord_courtship_pre_permission:lord_marriage_permission_engagement_date|CHEAT -- Start engagement
dlga_lord_courtship_pre_permission:lord_pretalk|Never mind
dlga_lord_marriage_proposal_female_pc_confirm:lord_marriage_proposal_female_pc_reax|Yes. That is my proposal.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk|No, I think you have misunderstood me.
dlga_lord_marriage_proposal_female_pc_confirm:lord_pretalk.1|Oh, HELL no!  No, you totally have the wrong idea... forget I said anything.
dlga_lord_marriage_proposal_female_pc_reax:lord_pretalk|{s14}
dlga_lord_marriage_proposal_female_pc_reax:lord_marriage_proposal_female_pc_next_step|{s14}
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_2|I must say, though. You live your life like a {reg33?man:woman}, riding where you will, with the company you choose. This will not make it easy for the other {s0} to accept our marriage. I don't suppose that you would give up adventuring, for the sake of our marriage?
dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5|I think not!
dlga_lord_marriage_proposal_female_pc_next_step_2:lord_marriage_proposal_female_pc_next_step_5.1|Very well.
dlga_lord_marriage_proposal_female_pc_next_step:lord_marriage_proposal_female_pc_next_step_4|I suppose the next step would be for me to send a message to your family, asking for their permission to marry you, but I suppose that you make your own decisions.
dlga_lord_marriage_proposal_female_pc_next_step_4:lord_marriage_proposal_female_pc_next_step_5|You assume correctly.
dlga_lord_marriage_proposal_female_pc_next_step_5:lord_marriage_proposal_female_pc_confirm_engagement|Very well, then. As there are no obstacles to our marriage, should we then consider ourselves engaged to be wed? I will organize a great feast, and we can exchange our vows before all the {s0} of the realm. If you are willing, that is...
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_yes|I am willing.
dlga_lord_marriage_proposal_female_pc_confirm_engagement:lord_marriage_proposal_female_pc_confirm_engagement_no|Actually, I would like to reconsider.
dlga_lord_marriage_proposal_female_pc_confirm_engagement_yes:close_window|Very well. Hopefully, a little over a month from now, we shall be wed.{s12}
dlga_lord_marriage_proposal_female_pc_confirm_engagement_no:close_window|Take whatever time you need, my {reg33?lady:lord}.
dlga_lord_talk:party_encounter_lord_hostile_ultimatum_surrender|I say this only once, {s4}! Surrender or die!
dlga_party_encounter_lord_hostile_ultimatum_surrender:close_window|{s43}
dlga_lord_talk:lord_predemand|I'm here to deliver you my demands!
dlga_lord_predemand:lord_demand|Eh? What do you want?
