
|"undefined"
str_we_have_shortages_of|"우리는 이것들이 부족합니다."
str_we_have_adequate_stores_of_all_commodities|"우리는 모든 상품을 갖춘 충분한 가게들이 있습니다."
str_s33_and_some_other_commodities|"{s33} 그리고 몇몇 물품도 더."
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|"그길은 도적들로 가득차 있지, 친구여, 그러나 그 이름은 익숙한것들과 별로 달라보이지 않군. 그렇더라도 열심히 추적하게."
str_less_than_an_hour_ago|"한 시간내"
str_maybe_reg3_hours_ago|"아마도 {reg3}시간 전"
str_reg3_days_ago|"{reg3}일 전 "
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|"당신은 운이 좋군. 우리는 그놈들을 {s17} 근처에서 {s16}에서 봤소. 서둘러 간다면 아마도 그들의 꼬리를 잡으실 수 있을거요."
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause|"당신은 왕권주장에 대하여 말했소. 좋소. 정의를 위해서 싸우는 것 보다 더 좋은 이유는 없겠지."
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak|"당신은 왕권주장에 대하여 말했소. 좋소. 정의를 위해서 싸우는 것 보다 더 좋은 이유는 없겠지, 그러나 그 주장은 자네를 다소 부족해 보이게 하는군."
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days|"나는 자네가 나의 오래된 권리를 지지해준다는 말을 들으니 기쁘군, 그것들이 때때로 짓밟히고 있는 이 애석한 시절에."
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|"나는 자네가 나의 오래된 권리를 지지해준다는 말을 들으니 기쁘군. 그러나 때때로 사람들은 그들이 왕이 되기전 서약을 하고, 그들을 왕좌에 올려준 그 서약을 지키지 않기도 하지."
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|"당신은 평민들을 보호한다고 말했소. 음. 내 생각에도 괜찮네만, 종종 그들은 그들의 처지를 넘어 서려고 하지. 나는 당신의 정당한 주장에 더 관심이 있으니, 내 한번 나의 검을 양심에 따라 휘둘러 보겠네."
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|"당신은 나에게 영지를 준다고 말했소. 당신은 내 기대를 충분히 만족시켰네."
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|"당신은 나에게 영지를 준다고 말했소. 불행하게도, 당신이 이 같은 호의를 준 대가로 보상 받을 만큼 유명하지 않네."
str_you_speak_of_unifying_perisno_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|"그대는 페리스노의 통일에 대해 말하는군. 음, 우리는 언제까지고 싸우겠지만 - 정당한 이유를 위해 싸우는 것이 중요하지."
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|"그대는 왕좌에 대한 주장을 말하는군. 그러나 나는 법률가와 학자의에게 정당성에 관한 설교를 듣는건 사양하도록 하지."
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|"그대는 공정하게 통치하겠다고 말했지. 하! 내가 볼 때는 {s14} 하고 크게 다른 것 같지도 않은데 말이야."
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|"그대는 귀족의 권리를 보호하는 것에 대해 말했지. 혹시나 그것을 이룰 수 있다면, 기나긴 역사 속에서도 그것을 처음으로 실현한 첫 번째 {s14}이(가) 되겠지."
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|"그대는 나에게 땅을 주겠다고 했지. 아, 뭐. 정말로 그럴 수 있는지 보도록 하지."
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|"그대는 나에게 땅을 주겠다고 했지. 하. 그대가 서약을 지킬지 어떨지는 내가 알 수 없는 부분이지."
str_you_speak_of_unifying_perisno_well_youve_done_a_good_job_at_making_perisno_bend_its_knee_to_you_so_maybe_thats_not_just_talk|"그대는 페리스노의 통일에 대해 말했지. 음, 그대는 실로 페리스노 전토를 정복할 기세로 잘 해왔으니, 말만 앞서는 경우는 아니겠지."
str_you_speak_of_unifying_perisno_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|"그대는 페리스노의 통일에 대해서 말했지. 그대가 정말로 그럴 수 있다면 감동받을 것이오. 그러나 불행히도 당신은 그럴 수 없지."
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|"당신은 왕권주장에 대하여 말했소. 좋소, 어떤 촌놈이라도 왕의 사생아라 주장할 수 있지."
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|"음.. 그건 합당한 것이긴 하네만.. 당신이 나에게 무엇을 제공해 주시겠소?"
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|"You speak of protecting the rights of {s15}. That would make a fine change, if my rights as {s14} would be respected."
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|"You speak of protecting the rights of {s15}. That would make a fine change, if my rights as {s14} would be respected. However, it is easy for you to make promises while you are weak, that you have no intention of keeping when you are strong."
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|"당신은 나에게 영지를 준다고 말했소. 음, 나는 명문 귀족 가문 사람이오. 그러니 나하고 더 이상 약속할 필요가 없습니다. 당신행동은 여전히 나에게 귀감이 되오."
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|"당신은 나에게 영지를 준다고 말했소. 음, 당신이 그 약속을 했지만 그닥 흥미는 없소."
str_you_speak_of_unifying_perisno_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|"그대는 페리스노의 통일에 대해 말했소. 음, 이 땅의 무수한 지역이 그대에게 복종하고 있지. 그러니 아마도 허언은 아닐 것이오."
str_you_speak_of_unifying_perisno_but_right_now_yours_is_just_one_squabbling_faction_among_many|"그대는 페리스노를 통일하겠다고 말했지만, 지금으로서는 무수히 많은 반란군들 중 하나에 지나지 않소."
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|"당신은 자질을 말했소. 음, 나쁘지는 않지만, 그러나 그 자질은 희박한 성공가능성을 위해 지지 받지는 못할 거이오."
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|"당신은 평민을 보호한다고 말했소. 음, 나는 더욱 번영하는 왕국을 만들어 가는 걸 상상하오. 나는 내 소작농들을 관대하게 다룰려고 항상 노력했소. 당신이 모닥불이 있는 집에서 깨어 날지라도 잠자리에 대한 걱정으로 부터 구해 주시오."
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|"당신은 백성을 보호한다고 말했소. 아주 좋소. 허나 만약 당신이 약속을 이행하지 않는다면 당신이 처음의 입장에서 켤코 약속하지 않은 것 보다 아마도 더 많은은 문제를 야기 시킨다는 것을 기억하시오."
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|"당신은 영주들의 권리를 보장한다고 말했소. 좋소. 당신은 그것을 하기 위한 좋은 충고를 들었을 것이오 -- 사람들은 그들의 권리를 존중해줄 왕을 위해 더 잘 싸우지."
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|"당신은 영주들의 권리를 보장한다 말했소. 아주 좋소. 그러나 명심하시오 -- 당신이 왕좌를 빼앗을 동안 약속을 지키는 것에 실패하는 것은 그곳에서 당신이 이룩한것을 한번에 넘어뜨리는 가장 빠른 길이 될것이오."
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|"당신은 나에게 영지를 준다고 말했소. 아주 좋소. 그러나 종종 당신같은 이가 높은 지위를 얻기 위해 너무 많은 약속들을 하는 것을 봤네, 허나 바램이 이루어질땐 그간 해오던 약속들이 그의 발목을 잡기도 하지."
str_you_speak_of_unifying_perisno_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|"그대는 페리스노의 통일에 대해 말했지. 음, 많은 사람들이 당신은 충분히 그럴 수 있는 사람이라고 하더군."
str_you_speak_of_unifying_perisno_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|"그대는 페리스노의 통일에 대해 말했소. 음, 모든 왕이 그렇게 말했지. 그들이 실패했는데 그대라고 성공할지 확신이 들지 않는군."
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|"당신은 왕권주장에 대해서 말했오. 당신은 내가 신료들의 수다에 관심이 있을 거라 생각하시오?"
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|"You speak of protecting the commons. How kind of you! I shall tell my {s14} all about your sweet promises. No doubt he will become your most faithful vassal."
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|"You speak of protecing the rights of {s14}. Such sweet words! But I'll tell you this -- the only rights that are respected in this world are the rights to dominate whoever is weaker, and to submit to whoever is stronger."
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|"당신이 나에게 영지를 준다 말했소. 네, 아주 좋소. -- 그러나 당신은 가장 좋은 것을 줘야 하오."
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|"당신은 나에게 영지를 준다 말했소. 허! 아마도 당신이 영지를 약속한 사람들 모두에게 이리 단순한 방법으로 속사귈텐가?"
str_you_speak_of_unifying_perisno_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|"You speak of unifying Perisno. You may indeed humble the other kings of this land, and in that case I would hope that you would remember me as your faithful servant."
str_you_speak_of_unifying_perisno_but_you_are_weak_and_i_think_that_you_will_remain_weak|"You speak of unifying Perisno. But you are weak, and I think that you will remain weak."
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|"You speak of claims. It's good for a {s14} to have a strong claim, although admittedly I'm more concerned that he rules justly than with legalities. Anyway, your claim seems well-founded to me."
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|"당신은 자질들을 말했소. 허나 당신의 주장은 나에게 별로 설득력이 없소."
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|"당신은 평민을 보호한다 말했소. 나는 그 것이 마음에 드오. 나의 소작농들은 운이 좋다고 생각하지만, 다른 영지의 소작농들은 그렇게 운이 좋지 않다고 들었오."
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|"당신은 백성을 보호한다 말했소. 나는 당신의 말을 들으니 기쁘오, 그러나 내 부탁하오 --  당신이 백성들과 이행하지 못할 어떠한 약속도 하지 않는다고. 그들을 반역자로 만들고 그들을 내쳐야 하는 가슴아픈 행동을 하게 만드는 확실한 방법이니 말이오."
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|"You speak of protecting the rights of {s14}. Well, very good, I suppose. But you know -- we {s14} can take of ourselves. It's the common folk who need a strong {s15} to look out for them, to my mind."
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|"당신은 나에게 영지를 준다 말했소. 자넨 친절하구만. 사실, 그다지 그건 나에게 필요없는 거네만."
str_you_speak_of_unifying_perisno_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|"You speak of unifying Perisno. Well, maybe you can unite this land by the {s14}. But I'm not sure that this will make you a good ruler."
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|"당신은 자질들은 말했오. 자고로 왕이란 왕국이 혼란하지 않게 하기 위해 강력하고 정당한 자질을 가져야 하네, 그리고 당신의 자질은 확실하네."
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|"당신은 자질들을 말했오. 자고로 왕이란 왕국이 혼란하지 않게 하기 위해 강력하고 정당한 자질을 가져야 하네, 그러나 당신의 자질은 그리 확실하지 못하오."
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|"You speak of protecting the rights of lords. It is of course important that a {s14} respect the rights of his vassals, although I worry that a {s14} who took a throne without proper cause would not rule with justice."
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|"You speak of protecting the rights of {s15}. It is of course important that a {s14} respect the rights of his vassals. However, I would like to know that you would indeed deliver on your promises."
